# Time (s)            n_hot (m**-3)       n_e (m**-3)         T_e (ev)            E_par (V/m)         v_c (v_th0)         tau               
  9.600000000000E-04  5.889151600368E+13  1.498006131272E+20  2.161428533949E+01  8.548591074910E-01  1.882295290805E+00  1.398464540112E+01
  9.650000000000E-04  5.678952994659E+13  1.498071498064E+20  2.123352377594E+01  8.563032835012E-01  1.879207372560E+00  1.407097037273E+01
  9.700000000000E-04  5.475792530665E+13  1.498134721878E+20  2.086524506124E+01  8.577330897201E-01  1.876163079455E+00  1.415729534434E+01
  9.750000000000E-04  5.279460727049E+13  1.498195872968E+20  2.050903995891E+01  8.591486691294E-01  1.873162162897E+00  1.424362031596E+01
  9.800000000000E-04  5.089752969505E+13  1.498255019288E+20  2.016451264887E+01  8.605501632882E-01  1.870204365963E+00  1.432994528757E+01
  9.850000000000E-04  4.906469471431E+13  1.498312226560E+20  1.983128028754E+01  8.619377123471E-01  1.867289423241E+00  1.441627025918E+01
  9.900000000000E-04  4.729415229751E+13  1.498367558355E+20  1.950897258246E+01  8.633114550622E-01  1.864417060684E+00  1.450259523079E+01
  9.950000000000E-04  4.558399976363E+13  1.498421076158E+20  1.919723138080E+01  8.646715288089E-01  1.861586995518E+00  1.458892020240E+01
  1.000000000000E-03  4.393238125643E+13  1.498472839438E+20  1.889571027137E+01  8.660180695958E-01  1.858798936159E+00  1.467524517402E+01
  1.005000000000E-03  4.233748718435E+13  1.498522905717E+20  1.860407419969E+01  8.673512120779E-01  1.856052582185E+00  1.476157014563E+01
  1.010000000000E-03  4.079755362880E+13  1.498571330627E+20  1.832199909568E+01  8.686710895707E-01  1.853347624323E+00  1.484789511724E+01
  1.015000000000E-03  3.931086172457E+13  1.498618167981E+20  1.804917151354E+01  8.699778340630E-01  1.850683744472E+00  1.493422008885E+01
  1.020000000000E-03  3.787573701558E+13  1.498663469823E+20  1.778528828344E+01  8.712715762304E-01  1.848060615766E+00  1.502054506046E+01
  1.025000000000E-03  3.649054878905E+13  1.498707286494E+20  1.753005617463E+01  8.725524454481E-01  1.845477902650E+00  1.510687003207E+01
  1.030000000000E-03  3.515370939084E+13  1.498749666683E+20  1.728319156964E+01  8.738205698041E-01  1.842935261004E+00  1.519319500369E+01
  1.035000000000E-03  3.386367352463E+13  1.498790657485E+20  1.704442014905E+01  8.750760761120E-01  1.840432338281E+00  1.527951997530E+01
  1.040000000000E-03  3.261893753736E+13  1.498830304449E+20  1.681347658672E+01  8.763190899234E-01  1.837968773680E+00  1.536584494691E+01
  1.045000000000E-03  3.141803869309E+13  1.498868651630E+20  1.659010425493E+01  8.775497355407E-01  1.835544198343E+00  1.545216991852E+01
  1.050000000000E-03  3.025955443743E+13  1.498905741641E+20  1.637405493923E+01  8.787681360295E-01  1.833158235577E+00  1.553849489013E+01
  1.055000000000E-03  2.914210165431E+13  1.498941615697E+20  1.616508856258E+01  8.799744132310E-01  1.830810501101E+00  1.562481986175E+01
  1.060000000000E-03  2.806433591694E+13  1.498976313662E+20  1.596297291862E+01  8.811686877737E-01  1.828500603316E+00  1.571114483336E+01
  1.065000000000E-03  2.702495073454E+13  1.499009874092E+20  1.576748341363E+01  8.823510790861E-01  1.826228143589E+00  1.579746980497E+01
  1.070000000000E-03  2.602267679620E+13  1.499042334280E+20  1.557840281692E+01  8.835217054084E-01  1.823992716564E+00  1.588379477658E+01
  1.075000000000E-03  2.505628121340E+13  1.499073730297E+20  1.539552101950E+01  8.846806838042E-01  1.821793910488E+00  1.597011974819E+01
  1.080000000000E-03  2.412456676230E+13  1.499104097030E+20  1.521863480055E+01  8.858281301723E-01  1.819631307552E+00  1.605644471980E+01
  1.085000000000E-03  2.322637112692E+13  1.499133468223E+20  1.504754760163E+01  8.869641592583E-01  1.817504484246E+00  1.614276969142E+01
  1.090000000000E-03  2.236056614440E+13  1.499161876514E+20  1.488206930825E+01  8.880888846660E-01  1.815413011728E+00  1.622909466303E+01
  1.095000000000E-03  2.152605705311E+13  1.499189353470E+20  1.472201603860E+01  8.892024188688E-01  1.813356456202E+00  1.631541963464E+01
  1.100000000000E-03  2.072178174456E+13  1.499215929624E+20  1.456720993927E+01  8.903048732213E-01  1.811334379307E+00  1.640174460625E+01
  1.105000000000E-03  1.994671001999E+13  1.499241634509E+20  1.441747898755E+01  8.913963579696E-01  1.809346338511E+00  1.648806957786E+01
  1.110000000000E-03  1.919984285217E+13  1.499266496687E+20  1.427265680030E+01  8.924769822633E-01  1.807391887514E+00  1.657439454948E+01
  1.115000000000E-03  1.848021165327E+13  1.499290543786E+20  1.413258244908E+01  8.935468541656E-01  1.805470576651E+00  1.666071952109E+01
  1.120000000000E-03  1.778687754929E+13  1.499313802527E+20  1.399710028132E+01  8.946060806645E-01  1.803581953303E+00  1.674704449270E+01
  1.125000000000E-03  1.711893066165E+13  1.499336298756E+20  1.386605974733E+01  8.956547676838E-01  1.801725562303E+00  1.683336946431E+01
  1.130000000000E-03  1.647548939636E+13  1.499358057471E+20  1.373931523305E+01  8.966930200928E-01  1.799900946344E+00  1.691969443592E+01
  1.135000000000E-03  1.585569974143E+13  1.499379102850E+20  1.361672589818E+01  8.977209417177E-01  1.798107646391E+00  1.700601940754E+01
  1.140000000000E-03  1.525873457263E+13  1.499399458280E+20  1.349815551975E+01  8.987386353516E-01  1.796345202077E+00  1.709234437915E+01
  1.145000000000E-03  1.468379296827E+13  1.499419146379E+20  1.338347234069E+01  8.997462027647E-01  1.794613152108E+00  1.717866935076E+01
  1.150000000000E-03  1.413009952536E+13  1.499438189026E+20  1.327254892345E+01  9.007437447144E-01  1.792911034652E+00  1.726499432237E+01
  1.155000000000E-03  1.359690372568E+13  1.499456607381E+20  1.316526200838E+01  9.017313609560E-01  1.791238387729E+00  1.735131929398E+01
  1.160000000000E-03  1.308347922790E+13  1.499474421910E+20  1.306149237675E+01  9.027091502517E-01  1.789594749587E+00  1.743764426559E+01
  1.165000000000E-03  1.258912325674E+13  1.499491652409E+20  1.296112471829E+01  9.036772103814E-01  1.787979659073E+00  1.752396923721E+01
  1.170000000000E-03  1.211315595717E+13  1.499508318025E+20  1.286404750307E+01  9.046356381518E-01  1.786392655994E+00  1.761029420882E+01
  1.175000000000E-03  1.165491976859E+13  1.499524437278E+20  1.277015285751E+01  9.055845294066E-01  1.784833281467E+00  1.769661918043E+01
  1.180000000000E-03  1.121377880950E+13  1.499540028078E+20  1.267933644458E+01  9.065239790357E-01  1.783301078255E+00  1.778294415204E+01
  1.185000000000E-03  1.078911827528E+13  1.499555107751E+20  1.259149734781E+01  9.074540809847E-01  1.781795591097E+00  1.786926912365E+01
  1.190000000000E-03  1.038034383345E+13  1.499569693054E+20  1.250653795916E+01  9.083749282648E-01  1.780316367022E+00  1.795559409527E+01
  1.195000000000E-03  9.986881063483E+12  1.499583800194E+20  1.242436387057E+01  9.092866129613E-01  1.778862955653E+00  1.804191906688E+01
  1.200000000000E-03  9.608174862957E+12  1.499597444847E+20  1.234488376904E+01  9.101892262435E-01  1.777434909490E+00  1.812824403849E+01
  1.205000000000E-03  9.243688898482E+12  1.499610642174E+20  1.226800933517E+01  9.110828583735E-01  1.776031784192E+00  1.821456901010E+01
  1.210000000000E-03  8.892905054387E+12  1.499623406842E+20  1.219365514502E+01  9.119675987152E-01  1.774653138835E+00  1.830089398171E+01
  1.215000000000E-03  8.555322894913E+12  1.499635753034E+20  1.212173857517E+01  9.128435357435E-01  1.773298536164E+00  1.838721895332E+01
  1.220000000000E-03  8.230459137691E+12  1.499647694470E+20  1.205217971092E+01  9.137107570526E-01  1.771967542821E+00  1.847354392494E+01
  1.225000000000E-03  7.917847138483E+12  1.499659244419E+20  1.198490125748E+01  9.145693493656E-01  1.770659729572E+00  1.855986889655E+01
  1.230000000000E-03  7.617036387214E+12  1.499670415716E+20  1.191982845411E+01  9.154193985424E-01  1.769374671507E+00  1.864619386816E+01
  1.235000000000E-03  7.327592010439E+12  1.499681220774E+20  1.185688899097E+01  9.162609895885E-01  1.768111948239E+00  1.873251883977E+01
  1.240000000000E-03  7.049094308827E+12  1.499691671600E+20  1.179601292888E+01  9.170942066637E-01  1.766871144075E+00  1.881884381138E+01
  1.245000000000E-03  6.781138258668E+12  1.499701779807E+20  1.173713262148E+01  9.179191330906E-01  1.765651848189E+00  1.890516878300E+01
  1.250000000000E-03  6.523333071147E+12  1.499711556628E+20  1.168018264017E+01  9.187358513623E-01  1.764453654769E+00  1.899149375461E+01
  1.255000000000E-03  6.275301739588E+12  1.499721012927E+20  1.162509970133E+01  9.195444431515E-01  1.763276163154E+00  1.907781872622E+01
  1.260000000000E-03  6.036680602210E+12  1.499730159211E+20  1.157182259601E+01  9.203449893180E-01  1.762118977966E+00  1.916414369783E+01
  1.265000000000E-03  5.807118915752E+12  1.499739005644E+20  1.152029212196E+01  9.211375699170E-01  1.760981709217E+00  1.925046866944E+01
  1.270000000000E-03  5.586278439862E+12  1.499747562057E+20  1.147045101780E+01  9.219222642072E-01  1.759863972414E+00  1.933679364106E+01
  1.275000000000E-03  5.373833032147E+12  1.499755837957E+20  1.142224389938E+01  9.226991506589E-01  1.758765388645E+00  1.942311861267E+01
  1.280000000000E-03  5.169468253763E+12  1.499763842541E+20  1.137561719830E+01  9.234683069611E-01  1.757685584661E+00  1.950944358428E+01
  1.285000000000E-03  4.972880985420E+12  1.499771584703E+20  1.133051910229E+01  9.242298100303E-01  1.756624192939E+00  1.959576855589E+01
  1.290000000000E-03  4.783779053673E+12  1.499779073048E+20  1.128689949774E+01  9.249837360174E-01  1.755580851737E+00  1.968209352750E+01
  1.295000000000E-03  4.601880867360E+12  1.499786315895E+20  1.124470991391E+01  9.257301603155E-01  1.754555205146E+00  1.976841849911E+01
  1.300000000000E-03  4.426915064041E+12  1.499793321293E+20  1.120390346917E+01  9.264691575678E-01  1.753546903118E+00  1.985474347073E+01
  1.305000000000E-03  4.258620166290E+12  1.499800097027E+20  1.116443481880E+01  9.272008016746E-01  1.752555601499E+00  1.994106844234E+01
  1.310000000000E-03  4.096744247676E+12  1.499806650626E+20  1.112626010471E+01  9.279251658008E-01  1.751580962042E+00  2.002739341395E+01
  1.315000000000E-03  3.941044608292E+12  1.499812989372E+20  1.108933690660E+01  9.286423223836E-01  1.750622652421E+00  2.011371838556E+01
  1.320000000000E-03  3.791287459647E+12  1.499819120310E+20  1.105362419492E+01  9.293523431392E-01  1.749680346227E+00  2.020004335717E+01
  1.325000000000E-03  3.647247618763E+12  1.499825050251E+20  1.101908228518E+01  9.300552990702E-01  1.748753722965E+00  2.028636832879E+01
  1.330000000000E-03  3.508708211308E+12  1.499830785786E+20  1.098567279394E+01  9.307512604728E-01  1.747842468037E+00  2.037269330040E+01
  1.335000000000E-03  3.375460383587E+12  1.499836333288E+20  1.095335859611E+01  9.314402969437E-01  1.746946272728E+00  2.045901827201E+01
  1.340000000000E-03  3.247303023217E+12  1.499841698921E+20  1.092210378369E+01  9.321224773873E-01  1.746064834169E+00  2.054534324362E+01
  1.345000000000E-03  3.124042488300E+12  1.499846888648E+20  1.089187362590E+01  9.327978700220E-01  1.745197855315E+00  2.063166821523E+01
  1.350000000000E-03  3.005492344932E+12  1.499851908235E+20  1.086263453057E+01  9.334665423876E-01  1.744345044897E+00  2.071799318684E+01
  1.355000000000E-03  2.891473112846E+12  1.499856763261E+20  1.083435400680E+01  9.341285613521E-01  1.743506117385E+00  2.080431815846E+01
  1.360000000000E-03  2.781812019024E+12  1.499861459120E+20  1.080700062887E+01  9.347839931179E-01  1.742680792938E+00  2.089064313007E+01
  1.365000000000E-03  2.676342759082E+12  1.499866001030E+20  1.078054400135E+01  9.354329032286E-01  1.741868797350E+00  2.097696810168E+01
  1.370000000000E-03  2.574905266265E+12  1.499870394039E+20  1.075495472524E+01  9.360753565758E-01  1.741069861993E+00  2.106329307329E+01
  1.375000000000E-03  2.477345487841E+12  1.499874643027E+20  1.073020436538E+01  9.367114174054E-01  1.740283723757E+00  2.114961804490E+01
  1.380000000000E-03  2.383515168745E+12  1.499878752718E+20  1.070626541884E+01  9.373411493240E-01  1.739510124989E+00  2.123594301652E+01
  1.385000000000E-03  2.293271642264E+12  1.499882727677E+20  1.068311128432E+01  9.379646153053E-01  1.738748813420E+00  2.132226798813E+01
  1.390000000000E-03  2.206477627607E+12  1.499886572321E+20  1.066071623261E+01  9.385818776964E-01  1.737999542098E+00  2.140859295974E+01
  1.395000000000E-03  2.123001034155E+12  1.499890290922E+20  1.063905537803E+01  9.391929982241E-01  1.737262069320E+00  2.149491793135E+01
  1.400000000000E-03  2.042714772247E+12  1.499893887614E+20  1.061810465073E+01  9.397980380010E-01  1.736536158548E+00  2.158124290296E+01
  1.405000000000E-03  1.965496570294E+12  1.499897366391E+20  1.059784076997E+01  9.403970575316E-01  1.735821578341E+00  2.166756787458E+01
  1.410000000000E-03  1.891228798066E+12  1.499900731121E+20  1.057824121824E+01  9.409901167182E-01  1.735118102273E+00  2.175389284619E+01
  1.415000000000E-03  1.819798295986E+12  1.499903985542E+20  1.055928421624E+01  9.415772748672E-01  1.734425508852E+00  2.184021781780E+01
  1.420000000000E-03  1.751096210238E+12  1.499907133271E+20  1.054094869870E+01  9.421585906951E-01  1.733743581443E+00  2.192654278941E+01
  1.425000000000E-03  1.685017833551E+12  1.499910177804E+20  1.052321429092E+01  9.427341223339E-01  1.733072108181E+00  2.201286776102E+01
  1.430000000000E-03  1.621462451472E+12  1.499913122526E+20  1.050606128618E+01  9.433039273372E-01  1.732410881892E+00  2.209919273263E+01
  1.435000000000E-03  1.560333193981E+12  1.499915970708E+20  1.048947062382E+01  9.438680626860E-01  1.731759700010E+00  2.218551770425E+01
  1.440000000000E-03  1.501536892284E+12  1.499918725516E+20  1.047342386807E+01  9.444265847942E-01  1.731118364488E+00  2.227184267586E+01
  1.445000000000E-03  1.444983940626E+12  1.499921390011E+20  1.045790318755E+01  9.449795495146E-01  1.730486681719E+00  2.235816764747E+01
  1.450000000000E-03  1.390588162977E+12  1.499923967153E+20  1.044289133546E+01  9.455270121442E-01  1.729864462449E+00  2.244449261908E+01
  1.455000000000E-03  1.338266684435E+12  1.499926459806E+20  1.042837163042E+01  9.460690274295E-01  1.729251521691E+00  2.253081759069E+01
  1.460000000000E-03  1.287939807204E+12  1.499928870740E+20  1.041432793793E+01  9.466056495726E-01  1.728647678645E+00  2.261714256231E+01
  1.465000000000E-03  1.239530891001E+12  1.499931202635E+20  1.040074465245E+01  9.471369322363E-01  1.728052756611E+00  2.270346753392E+01
  1.470000000000E-03  1.192966237755E+12  1.499933458081E+20  1.038760668003E+01  9.476629285490E-01  1.727466582905E+00  2.278979250553E+01
  1.475000000000E-03  1.148174980451E+12  1.499935639584E+20  1.037489942158E+01  9.481836911111E-01  1.726888988775E+00  2.287611747714E+01
  1.480000000000E-03  1.105088975999E+12  1.499937749570E+20  1.036260875661E+01  9.486992719990E-01  1.726319809321E+00  2.296244244875E+01
  1.485000000000E-03  1.063642701985E+12  1.499939790382E+20  1.035072102757E+01  9.492097227714E-01  1.725758883413E+00  2.304876742036E+01
  1.490000000000E-03  1.023773157186E+12  1.499941764288E+20  1.033922302465E+01  9.497150944738E-01  1.725206053604E+00  2.313509239198E+01
  1.495000000000E-03  9.854197657134E+11  1.499943673481E+20  1.032810197109E+01  9.502154376436E-01  1.724661166058E+00  2.322141736359E+01
  1.500000000000E-03  9.485242846761E+11  1.499945520084E+20  1.031734550904E+01  9.507108023158E-01  1.724124070461E+00  2.330774233520E+01
  1.505000000000E-03  9.130307152357E+11  1.499947306148E+20  1.030694168576E+01  9.512012380271E-01  1.723594619952E+00  2.339406730681E+01
  1.510000000000E-03  8.788852169435E+11  1.499949033658E+20  1.029687894038E+01  9.516867938216E-01  1.723072671037E+00  2.348039227842E+01
  1.515000000000E-03  8.460360252460E+11  1.499950704534E+20  1.028714609102E+01  9.521675182552E-01  1.722558083517E+00  2.356671725004E+01
  1.520000000000E-03  8.144333720510E+11  1.499952320631E+20  1.027773232243E+01  9.526434594007E-01  1.722050720410E+00  2.365304222165E+01
  1.525000000000E-03  7.840294092485E+11  1.499953883747E+20  1.026862717388E+01  9.531146648528E-01  1.721550447878E+00  2.373936719326E+01
  1.530000000000E-03  7.547781350834E+11  1.499955395618E+20  1.025982052760E+01  9.535811817322E-01  1.721057135155E+00  2.382569216487E+01
  1.535000000000E-03  7.266353232816E+11  1.499956857923E+20  1.025130259753E+01  9.540430566911E-01  1.720570654469E+00  2.391201713648E+01
  1.540000000000E-03  6.995584548317E+11  1.499958272289E+20  1.024306391843E+01  9.545003359174E-01  1.720090880978E+00  2.399834210810E+01
  1.545000000000E-03  6.735066523291E+11  1.499959640286E+20  1.023509533535E+01  9.549530651394E-01  1.719617692697E+00  2.408466707971E+01
  1.550000000000E-03  6.484406167920E+11  1.499960963435E+20  1.022738799350E+01  9.554012896304E-01  1.719150970429E+00  2.417099205132E+01
  1.555000000000E-03  6.243225668613E+11  1.499962243205E+20  1.021993332837E+01  9.558450542131E-01  1.718690597699E+00  2.425731702293E+01
  1.560000000000E-03  6.011161802977E+11  1.499963481020E+20  1.021272305623E+01  9.562844032645E-01  1.718236460687E+00  2.434364199454E+01
  1.565000000000E-03  5.787865376955E+11  1.499964678255E+20  1.020574916493E+01  9.567193807198E-01  1.717788448165E+00  2.442996696615E+01
  1.570000000000E-03  5.573000683318E+11  1.499965836239E+20  1.019900390498E+01  9.571500300771E-01  1.717346451431E+00  2.451629193777E+01
  1.575000000000E-03  5.366244980738E+11  1.499966956261E+20  1.019247978095E+01  9.575763944016E-01  1.716910364251E+00  2.460261690938E+01
  1.580000000000E-03  5.167287992694E+11  1.499968039563E+20  1.018616954316E+01  9.579985163303E-01  1.716480082793E+00  2.468894188099E+01
  1.585000000000E-03  4.975831425493E+11  1.499969087351E+20  1.018006617956E+01  9.584164380756E-01  1.716055505572E+00  2.477526685260E+01
  1.590000000000E-03  4.791588504691E+11  1.499970100788E+20  1.017416290802E+01  9.588302014300E-01  1.715636533389E+00  2.486159182421E+01
  1.595000000000E-03  4.614283529254E+11  1.499971081001E+20  1.016845316875E+01  9.592398477703E-01  1.715223069274E+00  2.494791679583E+01
  1.600000000000E-03  4.443651442791E+11  1.499972029079E+20  1.016293061699E+01  9.596454180614E-01  1.714815018432E+00  2.503424176744E+01
  1.605000000000E-03  4.279437421230E+11  1.499972946075E+20  1.015758911601E+01  9.600469528607E-01  1.714412288189E+00  2.512056673905E+01
  1.610000000000E-03  4.121396476335E+11  1.499973833008E+20  1.015242273027E+01  9.604444923220E-01  1.714014787933E+00  2.520689171066E+01
  1.615000000000E-03  3.969293074461E+11  1.499974690864E+20  1.014742571880E+01  9.608380761995E-01  1.713622429072E+00  2.529321668227E+01
  1.620000000000E-03  3.822900769983E+11  1.499975520596E+20  1.014259252884E+01  9.612277438520E-01  1.713235124972E+00  2.537954165388E+01
  1.625000000000E-03  3.682001852855E+11  1.499976323126E+20  1.013791778971E+01  9.616135342466E-01  1.712852790916E+00  2.546586662550E+01
  1.630000000000E-03  3.546387009762E+11  1.499977099346E+20  1.013339630675E+01  9.619954859626E-01  1.712475344052E+00  2.555219159711E+01
  1.635000000000E-03  3.415854998347E+11  1.499977850119E+20  1.012902305563E+01  9.623736371956E-01  1.712102703345E+00  2.563851656872E+01
  1.640000000000E-03  3.290212334042E+11  1.499978576279E+20  1.012479317674E+01  9.627480257609E-01  1.711734789533E+00  2.572484154033E+01
  1.645000000000E-03  3.169272988997E+11  1.499979278632E+20  1.012070196977E+01  9.631186890977E-01  1.711371525079E+00  2.581116651194E+01
  1.650000000000E-03  3.052858102671E+11  1.499979957959E+20  1.011674488852E+01  9.634856642728E-01  1.711012834132E+00  2.589749148356E+01
  1.655000000000E-03  2.940795703634E+11  1.499980615015E+20  1.011291753583E+01  9.638489879838E-01  1.710658642479E+00  2.598381645517E+01
  1.660000000000E-03  2.832920442150E+11  1.499981250531E+20  1.010921565868E+01  9.642086965635E-01  1.710308877506E+00  2.607014142678E+01
  1.665000000000E-03  2.729073333138E+11  1.499981865211E+20  1.010563514350E+01  9.645648259830E-01  1.709963468157E+00  2.615646639839E+01
  1.670000000000E-03  2.629101509104E+11  1.499982459741E+20  1.010217201157E+01  9.649174118556E-01  1.709622344892E+00  2.624279137000E+01
  1.675000000000E-03  2.532857982675E+11  1.499983034779E+20  1.009882241461E+01  9.652664894402E-01  1.709285439655E+00  2.632911634162E+01
  1.680000000000E-03  2.440201418360E+11  1.499983590965E+20  1.009558263050E+01  9.656120936447E-01  1.708952685827E+00  2.641544131323E+01
  1.685000000000E-03  2.350995913177E+11  1.499984128917E+20  1.009244905915E+01  9.659542590300E-01  1.708624018198E+00  2.650176628484E+01
  1.690000000000E-03  2.265110785823E+11  1.499984649233E+20  1.008941821848E+01  9.662930198127E-01  1.708299372924E+00  2.658809125645E+01
  1.695000000000E-03  2.182420374041E+11  1.499985152491E+20  1.008648674059E+01  9.666284098694E-01  1.707978687498E+00  2.667441622806E+01
  1.700000000000E-03  2.102803839877E+11  1.499985639250E+20  1.008365136798E+01  9.669604627393E-01  1.707661900712E+00  2.676074119967E+01
  1.705000000000E-03  2.026144982524E+11  1.499986110052E+20  1.008090894993E+01  9.672892116279E-01  1.707348952628E+00  2.684706617129E+01
  1.710000000000E-03  1.952332058447E+11  1.499986565418E+20  1.007825643905E+01  9.676146894104E-01  1.707039784543E+00  2.693339114290E+01
  1.715000000000E-03  1.881257608529E+11  1.499987005856E+20  1.007569088782E+01  9.679369286348E-01  1.706734338956E+00  2.701971611451E+01
  1.720000000000E-03  1.812818291944E+11  1.499987431855E+20  1.007320944535E+01  9.682559615254E-01  1.706432559542E+00  2.710604108612E+01
  1.725000000000E-03  1.746914726509E+11  1.499987843888E+20  1.007080935425E+01  9.685718199857E-01  1.706134391120E+00  2.719236605773E+01
  1.730000000000E-03  1.683451335263E+11  1.499988242412E+20  1.006848794750E+01  9.688845356018E-01  1.705839779626E+00  2.727869102935E+01
  1.735000000000E-03  1.622336199025E+11  1.499988627872E+20  1.006624264551E+01  9.691941396455E-01  1.705548672080E+00  2.736501600096E+01
  1.740000000000E-03  1.563480914708E+11  1.499989000695E+20  1.006407095328E+01  9.695006630776E-01  1.705261016566E+00  2.745134097257E+01
  1.745000000000E-03  1.506800459150E+11  1.499989361295E+20  1.006197045758E+01  9.698041365505E-01  1.704976762198E+00  2.753766594418E+01
  1.750000000000E-03  1.452213058267E+11  1.499989710073E+20  1.005993882433E+01  9.701045904119E-01  1.704695859100E+00  2.762399091579E+01
  1.755000000000E-03  1.399640061306E+11  1.499990047417E+20  1.005797379593E+01  9.704020547074E-01  1.704418258380E+00  2.771031588740E+01
  1.760000000000E-03  1.349005819999E+11  1.499990373701E+20  1.005607318883E+01  9.706965591838E-01  1.704143912099E+00  2.779664085902E+01
  1.765000000000E-03  1.300237572441E+11  1.499990689289E+20  1.005423489104E+01  9.709881332916E-01  1.703872773259E+00  2.788296583063E+01
  1.770000000000E-03  1.253265331488E+11  1.499990994531E+20  1.005245685983E+01  9.712768061886E-01  1.703604795768E+00  2.796929080224E+01
  1.775000000000E-03  1.208021777518E+11  1.499991289765E+20  1.005073711940E+01  9.715626067423E-01  1.703339934426E+00  2.805561577385E+01
  1.780000000000E-03  1.164442155366E+11  1.499991575320E+20  1.004907375878E+01  9.718455635330E-01  1.703078144898E+00  2.814194074546E+01
  1.785000000000E-03  1.122464175284E+11  1.499991851514E+20  1.004746492960E+01  9.721257048565E-01  1.702819383695E+00  2.822826571708E+01
  1.790000000000E-03  1.082027917764E+11  1.499992118653E+20  1.004590884412E+01  9.724030587273E-01  1.702563608154E+00  2.831459068869E+01
  1.795000000000E-03  1.043075742070E+11  1.499992377035E+20  1.004440377319E+01  9.726776528810E-01  1.702310776415E+00  2.840091566030E+01
  1.800000000000E-03  1.005552198337E+11  1.499992626945E+20  1.004294804435E+01  9.729495147772E-01  1.702060847405E+00  2.848724063191E+01
  1.805000000000E-03  9.694039430956E+10  1.499992868663E+20  1.004154003998E+01  9.732186716023E-01  1.701813780816E+00  2.857356560352E+01
  1.810000000000E-03  9.345796580914E+10  1.499993102456E+20  1.004017819548E+01  9.734851502723E-01  1.701569537086E+00  2.865989057514E+01
  1.815000000000E-03  9.010299722656E+10  1.499993328584E+20  1.003886099756E+01  9.737489774352E-01  1.701328077387E+00  2.874621554675E+01
  1.820000000000E-03  8.687073867761E+10  1.499993547299E+20  1.003758698252E+01  9.740101794740E-01  1.701089363598E+00  2.883254051836E+01
  1.825000000000E-03  8.375662029388E+10  1.499993758844E+20  1.003635473466E+01  9.742687825090E-01  1.700853358297E+00  2.891886548997E+01
  1.830000000000E-03  8.075624529752E+10  1.499993963453E+20  1.003516288469E+01  9.745248124009E-01  1.700620024737E+00  2.900519046158E+01
  1.835000000000E-03  7.786538334552E+10  1.499994161355E+20  1.003401010822E+01  9.747782947528E-01  1.700389326837E+00  2.909151543319E+01
  1.840000000000E-03  7.507996413315E+10  1.499994352768E+20  1.003289512424E+01  9.750292549131E-01  1.700161229159E+00  2.917784040481E+01
  1.845000000000E-03  7.239607124613E+10  1.499994537907E+20  1.003181669380E+01  9.752777179781E-01  1.699935696898E+00  2.926416537642E+01
  1.850000000000E-03  6.980993625207E+10  1.499994716975E+20  1.003077361850E+01  9.755237087944E-01  1.699712695867E+00  2.935049034803E+01
  1.855000000000E-03  6.731793302159E+10  1.499994890174E+20  1.002976473929E+01  9.757672519611E-01  1.699492192479E+00  2.943681531964E+01
  1.860000000000E-03  6.491657227014E+10  1.499995057694E+20  1.002878893507E+01  9.760083718328E-01  1.699274153736E+00  2.952314029125E+01
  1.865000000000E-03  6.260249631200E+10  1.499995219722E+20  1.002784512151E+01  9.762470925217E-01  1.699058547214E+00  2.960946526287E+01
  1.870000000000E-03  6.037247401800E+10  1.499995376438E+20  1.002693224985E+01  9.764834379000E-01  1.698845341050E+00  2.969579023448E+01
  1.875000000000E-03  5.822339596905E+10  1.499995528016E+20  1.002604930567E+01  9.767174316026E-01  1.698634503931E+00  2.978211520609E+01
  1.880000000000E-03  5.615226979779E+10  1.499995674625E+20  1.002519530785E+01  9.769490970289E-01  1.698426005078E+00  2.986844017770E+01
  1.885000000000E-03  5.415621571095E+10  1.499995816428E+20  1.002436930741E+01  9.771784573456E-01  1.698219814236E+00  2.995476514931E+01
  1.890000000000E-03  5.223246218540E+10  1.499995953582E+20  1.002357038649E+01  9.774055354892E-01  1.698015901661E+00  3.004109012092E+01
  1.895000000000E-03  5.037834183109E+10  1.499996086239E+20  1.002279765730E+01  9.776303541674E-01  1.697814238111E+00  3.012741509254E+01
  1.900000000000E-03  4.859128741423E+10  1.499996214547E+20  1.002205026120E+01  9.778529358624E-01  1.697614794831E+00  3.021374006415E+01
  1.905000000000E-03  4.686882803457E+10  1.499996338649E+20  1.002132736765E+01  9.780733028325E-01  1.697417543545E+00  3.030006503576E+01
  1.910000000000E-03  4.520858545069E+10  1.499996458683E+20  1.002062817337E+01  9.782914771147E-01  1.697222456442E+00  3.038639000737E+01
  1.915000000000E-03  4.360827054751E+10  1.499996574781E+20  1.001995190141E+01  9.785074805264E-01  1.697029506172E+00  3.047271497898E+01
  1.920000000000E-03  4.206567994039E+10  1.499996687073E+20  1.001929780028E+01  9.787213346684E-01  1.696838665827E+00  3.055903995060E+01
  1.925000000000E-03  4.057869271060E+10  1.499996795684E+20  1.001866514313E+01  9.789330609260E-01  1.696649908941E+00  3.064536492221E+01
  1.930000000000E-03  3.914526726696E+10  1.499996900734E+20  1.001805322696E+01  9.791426804722E-01  1.696463209471E+00  3.073168989382E+01
  1.935000000000E-03  3.776343832866E+10  1.499997002340E+20  1.001746137178E+01  9.793502142690E-01  1.696278541794E+00  3.081801486543E+01
