# Time (s)            n_hot (m**-3)       n_e (m**-3)         T_e (ev)            E_par (V/m)         v_c (v_th0)         tau               
 1.175000000000e-03  1.168663808850e+13  1.499524437278e+20  1.277015285751e+01  9.055845294066e-01  0.000000000000e+00  0.000000000000e+00 
 1.180000000000e-03  1.124437208661e+13  1.499540028078e+20  1.267933644458e+01  9.065239790357e-01  0.000000000000e+00  0.000000000000e+00 
 1.185000000000e-03  1.081862569270e+13  1.499555107751e+20  1.259149734781e+01  9.074540809847e-01  0.000000000000e+00  0.000000000000e+00 
 1.190000000000e-03  1.040880327568e+13  1.499569693054e+20  1.250653795916e+01  9.083749282648e-01  0.000000000000e+00  0.000000000000e+00 
 1.195000000000e-03  1.001432914261e+13  1.499583800194e+20  1.242436387057e+01  9.092866129613e-01  0.000000000000e+00  0.000000000000e+00 
 1.200000000000e-03  9.634646966449e+12  1.499597444847e+20  1.234488376904e+01  9.101892262435e-01  0.000000000000e+00  0.000000000000e+00 
 1.205000000000e-03  9.269219223850e+12  1.499610642174e+20  1.226800933517e+01  9.110828583735e-01  0.000000000000e+00  0.000000000000e+00 
 1.210000000000e-03  8.917526646643e+12  1.499623406842e+20  1.219365514502e+01  9.119675987152e-01  0.000000000000e+00  0.000000000000e+00 
 1.215000000000e-03  8.579067681873e+12  1.499635753034e+20  1.212173857517e+01  9.128435357435e-01  0.000000000000e+00  0.000000000000e+00 
 1.220000000000e-03  8.253357965406e+12  1.499647694470e+20  1.205217971092e+01  9.137107570526e-01  0.000000000000e+00  0.000000000000e+00 
 1.225000000000e-03  7.939929804539e+12  1.499659244419e+20  1.198490125748e+01  9.145693493656e-01  0.000000000000e+00  0.000000000000e+00 
 1.230000000000e-03  7.638331673962e+12  1.499670415716e+20  1.191982845411e+01  9.154193985424e-01  0.000000000000e+00  0.000000000000e+00 
 1.235000000000e-03  7.348127721939e+12  1.499681220774e+20  1.185688899097e+01  9.162609895885e-01  0.000000000000e+00  0.000000000000e+00 
 1.240000000000e-03  7.068897287928e+12  1.499691671600e+20  1.179601292888e+01  9.170942066637e-01  0.000000000000e+00  0.000000000000e+00 
 1.245000000000e-03  6.800234431381e+12  1.499701779807e+20  1.173713262148e+01  9.179191330906e-01  0.000000000000e+00  0.000000000000e+00 
 1.250000000000e-03  6.541747471674e+12  1.499711556628e+20  1.168018264017e+01  9.187358513623e-01  0.000000000000e+00  0.000000000000e+00 
 1.255000000000e-03  6.293058539083e+12  1.499721012927e+20  1.162509970133e+01  9.195444431515e-01  0.000000000000e+00  0.000000000000e+00 
 1.260000000000e-03  6.053803136736e+12  1.499730159211e+20  1.157182259601e+01  9.203449893180e-01  0.000000000000e+00  0.000000000000e+00 
 1.265000000000e-03  5.823629713448e+12  1.499739005644e+20  1.152029212196e+01  9.211375699170e-01  0.000000000000e+00  0.000000000000e+00 
 1.270000000000e-03  5.602199247335e+12  1.499747562057e+20  1.147045101780e+01  9.219222642072e-01  0.000000000000e+00  0.000000000000e+00 
 1.275000000000e-03  5.389184840103e+12  1.499755837957e+20  1.142224389938e+01  9.226991506589e-01  0.000000000000e+00  0.000000000000e+00 
 1.280000000000e-03  5.184271321900e+12  1.499763842541e+20  1.137561719830e+01  9.234683069611e-01  0.000000000000e+00  0.000000000000e+00 
 1.285000000000e-03  4.987154866588e+12  1.499771584703e+20  1.133051910229e+01  9.242298100303e-01  0.000000000000e+00  0.000000000000e+00 
 1.290000000000e-03  4.797542617326e+12  1.499779073048e+20  1.128689949774e+01  9.249837360174e-01  0.000000000000e+00  0.000000000000e+00 
 1.295000000000e-03  4.615152322311e+12  1.499786315895e+20  1.124470991391e+01  9.257301603155e-01  0.000000000000e+00  0.000000000000e+00 
 1.300000000000e-03  4.439711980536e+12  1.499793321293e+20  1.120390346917e+01  9.264691575678e-01  0.000000000000e+00  0.000000000000e+00 
 1.305000000000e-03  4.270959497418e+12  1.499800097027e+20  1.116443481880e+01  9.272008016746e-01  0.000000000000e+00  0.000000000000e+00 
 1.310000000000e-03  4.108642350129e+12  1.499806650626e+20  1.112626010471e+01  9.279251658008e-01  0.000000000000e+00  0.000000000000e+00 
 1.315000000000e-03  3.952517262495e+12  1.499812989372e+20  1.108933690660e+01  9.286423223836e-01  0.000000000000e+00  0.000000000000e+00 
 1.320000000000e-03  3.802349889262e+12  1.499819120310e+20  1.105362419492e+01  9.293523431392e-01  0.000000000000e+00  0.000000000000e+00 
 1.325000000000e-03  3.657914509596e+12  1.499825050251e+20  1.101908228518e+01  9.300552990702e-01  0.000000000000e+00  0.000000000000e+00 
 1.330000000000e-03  3.518993729629e+12  1.499830785786e+20  1.098567279394e+01  9.307512604728e-01  0.000000000000e+00  0.000000000000e+00 
 1.335000000000e-03  3.385378193868e+12  1.499836333288e+20  1.095335859611e+01  9.314402969437e-01  0.000000000000e+00  0.000000000000e+00 
 1.340000000000e-03  3.256866305320e+12  1.499841698921e+20  1.092210378369e+01  9.321224773873e-01  0.000000000000e+00  0.000000000000e+00 
 1.345000000000e-03  3.133263954116e+12  1.499846888648e+20  1.089187362590e+01  9.327978700220e-01  0.000000000000e+00  0.000000000000e+00 
 1.350000000000e-03  3.014384254492e+12  1.499851908235e+20  1.086263453057e+01  9.334665423876e-01  0.000000000000e+00  0.000000000000e+00 
 1.355000000000e-03  2.900047289915e+12  1.499856763261e+20  1.083435400680e+01  9.341285613521e-01  0.000000000000e+00  0.000000000000e+00 
 1.360000000000e-03  2.790079866195e+12  1.499861459120e+20  1.080700062887e+01  9.347839931179e-01  0.000000000000e+00  0.000000000000e+00 
 1.365000000000e-03  2.684315272381e+12  1.499866001030e+20  1.078054400135e+01  9.354329032286e-01  0.000000000000e+00  0.000000000000e+00 
 1.370000000000e-03  2.582593049277e+12  1.499870394039e+20  1.075495472524e+01  9.360753565758e-01  0.000000000000e+00  0.000000000000e+00 
 1.375000000000e-03  2.484758765384e+12  1.499874643027e+20  1.073020436538e+01  9.367114174054e-01  0.000000000000e+00  0.000000000000e+00 
 1.380000000000e-03  2.390663800085e+12  1.499878752718e+20  1.070626541884e+01  9.373411493240e-01  0.000000000000e+00  0.000000000000e+00 
 1.385000000000e-03  2.300165133862e+12  1.499882727677e+20  1.068311128432e+01  9.379646153053e-01  0.000000000000e+00  0.000000000000e+00 
 1.390000000000e-03  2.213125145603e+12  1.499886572321e+20  1.066071623261e+01  9.385818776964e-01  0.000000000000e+00  0.000000000000e+00 
 1.395000000000e-03  2.129411416195e+12  1.499890290922e+20  1.063905537803e+01  9.391929982241e-01  0.000000000000e+00  0.000000000000e+00 
 1.400000000000e-03  2.048896539075e+12  1.499893887614e+20  1.061810465073e+01  9.397980380010e-01  0.000000000000e+00  0.000000000000e+00 
 1.405000000000e-03  1.971457936917e+12  1.499897366391e+20  1.059784076997e+01  9.403970575316e-01  0.000000000000e+00  0.000000000000e+00 
 1.410000000000e-03  1.896977684548e+12  1.499900731121e+20  1.057824121824e+01  9.409901167182e-01  0.000000000000e+00  0.000000000000e+00 
 1.415000000000e-03  1.825342337867e+12  1.499903985542e+20  1.055928421624e+01  9.415772748672e-01  0.000000000000e+00  0.000000000000e+00 
 1.420000000000e-03  1.756442768613e+12  1.499907133271e+20  1.054094869870e+01  9.421585906951e-01  0.000000000000e+00  0.000000000000e+00 
 1.425000000000e-03  1.690174004795e+12  1.499910177804e+20  1.052321429092e+01  9.427341223339e-01  0.000000000000e+00  0.000000000000e+00 
 1.430000000000e-03  1.626435076644e+12  1.499913122526e+20  1.050606128618e+01  9.433039273372e-01  0.000000000000e+00  0.000000000000e+00 
 1.435000000000e-03  1.565128867897e+12  1.499915970708e+20  1.048947062382e+01  9.438680626860e-01  0.000000000000e+00  0.000000000000e+00 
 1.440000000000e-03  1.506161972287e+12  1.499918725516e+20  1.047342386807e+01  9.444265847942e-01  0.000000000000e+00  0.000000000000e+00 
 1.445000000000e-03  1.449444555049e+12  1.499921390011e+20  1.045790318755e+01  9.449795495146e-01  0.000000000000e+00  0.000000000000e+00 
 1.450000000000e-03  1.394890219315e+12  1.499923967153e+20  1.044289133546e+01  9.455270121442e-01  0.000000000000e+00  0.000000000000e+00 
 1.455000000000e-03  1.342415877235e+12  1.499926459806e+20  1.042837163042e+01  9.460690274295e-01  0.000000000000e+00  0.000000000000e+00 
 1.460000000000e-03  1.291941625684e+12  1.499928870740e+20  1.041432793793e+01  9.466056495726e-01  0.000000000000e+00  0.000000000000e+00 
 1.465000000000e-03  1.243390626401e+12  1.499931202635e+20  1.040074465245e+01  9.471369322363e-01  0.000000000000e+00  0.000000000000e+00 
 1.470000000000e-03  1.196688990430e+12  1.499933458081e+20  1.038760668003e+01  9.476629285490e-01  0.000000000000e+00  0.000000000000e+00 
 1.475000000000e-03  1.151765666721e+12  1.499935639584e+20  1.037489942158e+01  9.481836911111e-01  0.000000000000e+00  0.000000000000e+00 
 1.480000000000e-03  1.108552334756e+12  1.499937749570e+20  1.036260875661e+01  9.486992719990e-01  0.000000000000e+00  0.000000000000e+00 
 1.485000000000e-03  1.066983301070e+12  1.499939790382e+20  1.035072102757e+01  9.492097227714e-01  0.000000000000e+00  0.000000000000e+00 
 1.490000000000e-03  1.026995399539e+12  1.499941764288e+20  1.033922302465e+01  9.497150944738e-01  0.000000000000e+00  0.000000000000e+00 
 1.495000000000e-03  9.885278953125e+11  1.499943673481e+20  1.032810197109e+01  9.502154376436e-01  0.000000000000e+00  0.000000000000e+00 
 1.500000000000e-03  9.515223922589e+11  1.499945520084e+20  1.031734550904e+01  9.507108023158e-01  0.000000000000e+00  0.000000000000e+00 
 1.505000000000e-03  9.159227438248e+11  1.499947306148e+20  1.030694168576e+01  9.512012380271e-01  0.000000000000e+00  0.000000000000e+00 
 1.510000000000e-03  8.816749671738e+11  1.499949033658e+20  1.029687894038e+01  9.516867938216e-01  0.000000000000e+00  0.000000000000e+00 
 1.515000000000e-03  8.487271605029e+11  1.499950704534e+20  1.028714609102e+01  9.521675182552e-01  0.000000000000e+00  0.000000000000e+00 
 1.520000000000e-03  8.170294234267e+11  1.499952320631e+20  1.027773232243e+01  9.526434594007e-01  0.000000000000e+00  0.000000000000e+00 
 1.525000000000e-03  7.865337803214e+11  1.499953883747e+20  1.026862717388e+01  9.531146648528e-01  0.000000000000e+00  0.000000000000e+00 
 1.530000000000e-03  7.571941065271e+11  1.499955395618e+20  1.025982052760e+01  9.535811817322e-01  0.000000000000e+00  0.000000000000e+00 
 1.535000000000e-03  7.289660573097e+11  1.499956857923e+20  1.025130259753e+01  9.540430566911e-01  0.000000000000e+00  0.000000000000e+00 
 1.540000000000e-03  7.018069994831e+11  1.499958272289e+20  1.024306391843e+01  9.545003359174e-01  0.000000000000e+00  0.000000000000e+00 
 1.545000000000e-03  6.756759456005e+11  1.499959640286e+20  1.023509533535e+01  9.549530651394e-01  0.000000000000e+00  0.000000000000e+00 
 1.550000000000e-03  6.505334906222e+11  1.499960963435e+20  1.022738799350e+01  9.554012896304e-01  0.000000000000e+00  0.000000000000e+00 
 1.555000000000e-03  6.263417509720e+11  1.499962243205e+20  1.021993332837e+01  9.558450542131e-01  0.000000000000e+00  0.000000000000e+00 
 1.560000000000e-03  6.030643058969e+11  1.499963481020e+20  1.021272305623e+01  9.562844032645e-01  0.000000000000e+00  0.000000000000e+00 
 1.565000000000e-03  5.806661410476e+11  1.499964678255e+20  1.020574916493e+01  9.567193807198e-01  0.000000000000e+00  0.000000000000e+00 
 1.570000000000e-03  5.591135941990e+11  1.499965836239e+20  1.019900390498e+01  9.571500300771e-01  0.000000000000e+00  0.000000000000e+00 
 1.575000000000e-03  5.383743030335e+11  1.499966956261e+20  1.019247978095e+01  9.575763944016e-01  0.000000000000e+00  0.000000000000e+00 
 1.580000000000e-03  5.184171549122e+11  1.499968039563e+20  1.018616954316e+01  9.579985163303e-01  0.000000000000e+00  0.000000000000e+00 
 1.585000000000e-03  4.992122385613e+11  1.499969087351e+20  1.018006617956e+01  9.584164380756e-01  0.000000000000e+00  0.000000000000e+00 
 1.590000000000e-03  4.807307976029e+11  1.499970100788e+20  1.017416290802e+01  9.588302014300e-01  0.000000000000e+00  0.000000000000e+00 
 1.595000000000e-03  4.629451858636e+11  1.499971081001e+20  1.016845316875e+01  9.592398477703e-01  0.000000000000e+00  0.000000000000e+00 
 1.600000000000e-03  4.458288243945e+11  1.499972029079e+20  1.016293061699e+01  9.596454180614e-01  0.000000000000e+00  0.000000000000e+00 
 1.605000000000e-03  4.293561601384e+11  1.499972946075e+20  1.015758911601e+01  9.600469528607e-01  0.000000000000e+00  0.000000000000e+00 
 1.610000000000e-03  4.135026261856e+11  1.499973833008e+20  1.015242273027e+01  9.604444923220e-01  0.000000000000e+00  0.000000000000e+00 
 1.615000000000e-03  3.982446035558e+11  1.499974690864e+20  1.014742571880e+01  9.608380761995e-01  0.000000000000e+00  0.000000000000e+00 
 1.620000000000e-03  3.835593844522e+11  1.499975520596e+20  1.014259252884e+01  9.612277438520e-01  0.000000000000e+00  0.000000000000e+00 
 1.625000000000e-03  3.694251369305e+11  1.499976323126e+20  1.013791778971e+01  9.616135342466e-01  0.000000000000e+00  0.000000000000e+00 
 1.630000000000e-03  3.558208709302e+11  1.499977099346e+20  1.013339630675e+01  9.619954859626e-01  0.000000000000e+00  0.000000000000e+00 
 1.635000000000e-03  3.427264056186e+11  1.499977850119e+20  1.012902305563e+01  9.623736371956e-01  0.000000000000e+00  0.000000000000e+00 
 1.640000000000e-03  3.301223379944e+11  1.499978576279e+20  1.012479317674e+01  9.627480257609e-01  0.000000000000e+00  0.000000000000e+00 
 1.645000000000e-03  3.179900127074e+11  1.499979278632e+20  1.012070196977e+01  9.631186890977e-01  0.000000000000e+00  0.000000000000e+00 
 1.650000000000e-03  3.063114930454e+11  1.499979957959e+20  1.011674488852e+01  9.634856642728e-01  0.000000000000e+00  0.000000000000e+00 
 1.655000000000e-03  2.950695330442e+11  1.499980615015e+20  1.011291753583e+01  9.638489879838e-01  0.000000000000e+00  0.000000000000e+00 
 1.660000000000e-03  2.842475506800e+11  1.499981250531e+20  1.010921565868e+01  9.642086965635e-01  0.000000000000e+00  0.000000000000e+00 
 1.665000000000e-03  2.738296021004e+11  1.499981865211e+20  1.010563514350e+01  9.645648259830e-01  0.000000000000e+00  0.000000000000e+00 
 1.670000000000e-03  2.638003568557e+11  1.499982459741e+20  1.010217201157e+01  9.649174118556e-01  0.000000000000e+00  0.000000000000e+00 
 1.675000000000e-03  2.541450740927e+11  1.499983034779e+20  1.009882241461e+01  9.652664894402e-01  0.000000000000e+00  0.000000000000e+00 
 1.680000000000e-03  2.448495796721e+11  1.499983590965e+20  1.009558263050e+01  9.656120936447e-01  0.000000000000e+00  0.000000000000e+00 
 1.685000000000e-03  2.359002441768e+11  1.499984128917e+20  1.009244905915e+01  9.659542590300e-01  0.000000000000e+00  0.000000000000e+00 
 1.690000000000e-03  2.272839617745e+11  1.499984649233e+20  1.008941821848e+01  9.662930198127e-01  0.000000000000e+00  0.000000000000e+00 
 1.695000000000e-03  2.189881299032e+11  1.499985152491e+20  1.008648674059e+01  9.666284098694e-01  0.000000000000e+00  0.000000000000e+00 
 1.700000000000e-03  2.110006297467e+11  1.499985639250e+20  1.008365136798e+01  9.669604627393e-01  0.000000000000e+00  0.000000000000e+00 
 1.705000000000e-03  2.033098074712e+11  1.499986110052e+20  1.008090894993e+01  9.672892116279e-01  0.000000000000e+00  0.000000000000e+00 
 1.710000000000e-03  1.959044561918e+11  1.499986565418e+20  1.007825643905e+01  9.676146894104e-01  0.000000000000e+00  0.000000000000e+00 
 1.715000000000e-03  1.887737986423e+11  1.499987005856e+20  1.007569088782e+01  9.679369286348e-01  0.000000000000e+00  0.000000000000e+00 
 1.720000000000e-03  1.819074705195e+11  1.499987431855e+20  1.007320944535e+01  9.682559615254e-01  0.000000000000e+00  0.000000000000e+00 
 1.725000000000e-03  1.752955044775e+11  1.499987843888e+20  1.007080935425e+01  9.685718199857e-01  0.000000000000e+00  0.000000000000e+00 
 1.730000000000e-03  1.689283147452e+11  1.499988242412e+20  1.006848794750e+01  9.688845356018e-01  0.000000000000e+00  0.000000000000e+00 
 1.735000000000e-03  1.627966823442e+11  1.499988627872e+20  1.006624264551e+01  9.691941396455e-01  0.000000000000e+00  0.000000000000e+00 
 1.740000000000e-03  1.568917408828e+11  1.499989000695e+20  1.006407095328e+01  9.695006630776e-01  0.000000000000e+00  0.000000000000e+00 
 1.745000000000e-03  1.512049629038e+11  1.499989361295e+20  1.006197045758e+01  9.698041365505e-01  0.000000000000e+00  0.000000000000e+00 
 1.750000000000e-03  1.457281467654e+11  1.499989710073e+20  1.005993882433e+01  9.701045904119e-01  0.000000000000e+00  0.000000000000e+00 
 1.755000000000e-03  1.404534040330e+11  1.499990047417e+20  1.005797379593e+01  9.704020547074e-01  0.000000000000e+00  0.000000000000e+00 
 1.760000000000e-03  1.353731473636e+11  1.499990373701e+20  1.005607318883e+01  9.706965591838e-01  0.000000000000e+00  0.000000000000e+00 
 1.765000000000e-03  1.304800788620e+11  1.499990689289e+20  1.005423489104e+01  9.709881332916e-01  0.000000000000e+00  0.000000000000e+00 
 1.770000000000e-03  1.257671788916e+11  1.499990994531e+20  1.005245685983e+01  9.712768061886e-01  0.000000000000e+00  0.000000000000e+00 
 1.775000000000e-03  1.212276953217e+11  1.499991289765e+20  1.005073711940e+01  9.715626067423e-01  0.000000000000e+00  0.000000000000e+00 
 1.780000000000e-03  1.168551331937e+11  1.499991575320e+20  1.004907375878e+01  9.718455635330e-01  0.000000000000e+00  0.000000000000e+00 
 1.785000000000e-03  1.126432447907e+11  1.499991851514e+20  1.004746492960e+01  9.721257048565e-01  0.000000000000e+00  0.000000000000e+00 
 1.790000000000e-03  1.085860200943e+11  1.499992118653e+20  1.004590884412e+01  9.724030587273e-01  0.000000000000e+00  0.000000000000e+00 
 1.795000000000e-03  1.046776776130e+11  1.499992377035e+20  1.004440377319e+01  9.726776528810e-01  0.000000000000e+00  0.000000000000e+00 
 1.800000000000e-03  1.009126555686e+11  1.499992626945e+20  1.004294804435e+01  9.729495147772e-01  0.000000000000e+00  0.000000000000e+00 
 1.805000000000e-03  9.728560342615e+10  1.499992868663e+20  1.004154003998e+01  9.732186716023e-01  0.000000000000e+00  0.000000000000e+00 
 1.810000000000e-03  9.379137375369e+10  1.499993102456e+20  1.004017819548e+01  9.734851502723e-01  0.000000000000e+00  0.000000000000e+00 
 1.815000000000e-03  9.042501439912e+10  1.499993328584e+20  1.003886099756e+01  9.737489774352e-01  0.000000000000e+00  0.000000000000e+00 
 1.820000000000e-03  8.718176097205e+10  1.499993547299e+20  1.003758698252e+01  9.740101794740e-01  0.000000000000e+00  0.000000000000e+00 
 1.825000000000e-03  8.405702961829e+10  1.499993758844e+20  1.003635473466e+01  9.742687825090e-01  0.000000000000e+00  0.000000000000e+00 
 1.830000000000e-03  8.104641007572e+10  1.499993963453e+20  1.003516288469e+01  9.745248124009e-01  0.000000000000e+00  0.000000000000e+00 
 1.835000000000e-03  7.814565900032e+10  1.499994161355e+20  1.003401010822e+01  9.747782947528e-01  0.000000000000e+00  0.000000000000e+00 
 1.840000000000e-03  7.535069355209e+10  1.499994352768e+20  1.003289512424e+01  9.750292549131e-01  0.000000000000e+00  0.000000000000e+00 
 1.845000000000e-03  7.265758523035e+10  1.499994537907e+20  1.003181669380e+01  9.752777179781e-01  0.000000000000e+00  0.000000000000e+00 
 1.850000000000e-03  7.006255394885e+10  1.499994716975e+20  1.003077361850e+01  9.755237087944e-01  0.000000000000e+00  0.000000000000e+00 
 1.855000000000e-03  6.756196234122e+10  1.499994890174e+20  1.002976473929e+01  9.757672519611e-01  0.000000000000e+00  0.000000000000e+00 
 1.860000000000e-03  6.515231028767e+10  1.499995057694e+20  1.002878893507e+01  9.760083718328e-01  0.000000000000e+00  0.000000000000e+00 
 1.865000000000e-03  6.283022965449e+10  1.499995219722e+20  1.002784512151e+01  9.762470925217e-01  0.000000000000e+00  0.000000000000e+00 
 1.870000000000e-03  6.059247923765e+10  1.499995376438e+20  1.002693224985e+01  9.764834379000e-01  0.000000000000e+00  0.000000000000e+00 
 1.875000000000e-03  5.843593990292e+10  1.499995528016e+20  1.002604930567e+01  9.767174316026e-01  0.000000000000e+00  0.000000000000e+00 
 1.880000000000e-03  5.635760991439e+10  1.499995674625e+20  1.002519530785e+01  9.769490970289e-01  0.000000000000e+00  0.000000000000e+00 
 1.885000000000e-03  5.435460044441e+10  1.499995816428e+20  1.002436930741e+01  9.771784573456e-01  0.000000000000e+00  0.000000000000e+00 
 1.890000000000e-03  5.242413125747e+10  1.499995953582e+20  1.002357038649e+01  9.774055354892e-01  0.000000000000e+00  0.000000000000e+00 
 1.895000000000e-03  5.056352656153e+10  1.499996086239e+20  1.002279765730e+01  9.776303541674e-01  0.000000000000e+00  0.000000000000e+00 
 1.900000000000e-03  4.877021101997e+10  1.499996214547e+20  1.002205026120e+01  9.778529358624e-01  0.000000000000e+00  0.000000000000e+00 
 1.905000000000e-03  4.704170591812e+10  1.499996338649e+20  1.002132736765e+01  9.780733028325e-01  0.000000000000e+00  0.000000000000e+00 
 1.910000000000e-03  4.537562547805e+10  1.499996458683e+20  1.002062817337e+01  9.782914771147e-01  0.000000000000e+00  0.000000000000e+00 
 1.915000000000e-03  4.376967331611e+10  1.499996574781e+20  1.001995190141e+01  9.785074805264e-01  0.000000000000e+00  0.000000000000e+00 
 1.920000000000e-03  4.222163903737e+10  1.499996687073e+20  1.001929780028e+01  9.787213346684e-01  0.000000000000e+00  0.000000000000e+00 
 1.925000000000e-03  4.072939496175e+10  1.499996795684e+20  1.001866514313e+01  9.789330609260e-01  0.000000000000e+00  0.000000000000e+00 
 1.930000000000e-03  3.929089297671e+10  1.499996900734e+20  1.001805322696e+01  9.791426804722e-01  0.000000000000e+00  0.000000000000e+00 
 1.935000000000e-03  3.790416151139e+10  1.499997002340e+20  1.001746137178e+01  9.793502142690e-01  0.000000000000e+00  0.000000000000e+00 
 1.940000000000e-03  3.656730262767e+10  1.499997100615e+20  1.001688891992e+01  9.795556830701e-01  0.000000000000e+00  0.000000000000e+00 
 1.945000000000e-03  3.527848922341e+10  1.499997195668e+20  1.001633523527e+01  9.797591074224e-01  0.000000000000e+00  0.000000000000e+00 
 1.950000000000e-03  3.403596234356e+10  1.499997287605e+20  1.001579970255e+01  9.799605076687e-01  0.000000000000e+00  0.000000000000e+00 
 1.955000000000e-03  3.283802859490e+10  1.499997376528e+20  1.001528172669e+01  9.801599039489e-01  0.000000000000e+00  0.000000000000e+00 
 1.960000000000e-03  3.168305766043e+10  1.499997462535e+20  1.001478073210e+01  9.803573162031e-01  0.000000000000e+00  0.000000000000e+00 
 1.965000000000e-03  3.056947990941e+10  1.499997545723e+20  1.001429616207e+01  9.805527641725e-01  0.000000000000e+00  0.000000000000e+00 
 1.970000000000e-03  2.949578409942e+10  1.499997626184e+20  1.001382747812e+01  9.807462674021e-01  0.000000000000e+00  0.000000000000e+00 
 1.975000000000e-03  2.846051516677e+10  1.499997704007e+20  1.001337415947e+01  9.809378452424e-01  0.000000000000e+00  0.000000000000e+00 
 1.980000000000e-03  2.746227210192e+10  1.499997779279e+20  1.001293570237e+01  9.811275168513e-01  0.000000000000e+00  0.000000000000e+00 
 1.985000000000e-03  2.649970590648e+10  1.499997852082e+20  1.001251161960e+01  9.813153011962e-01  0.000000000000e+00  0.000000000000e+00 
 1.990000000000e-03  2.557151762866e+10  1.499997922500e+20  1.001210143992e+01  9.815012170556e-01  0.000000000000e+00  0.000000000000e+00 
 1.995000000000e-03  2.467645647417e+10  1.499997990608e+20  1.001170470753e+01  9.816852830214e-01  0.000000000000e+00  0.000000000000e+00 
 2.000000000000e-03  2.381331798953e+10  1.499998056484e+20  1.001132098158e+01  9.818675175002e-01  0.000000000000e+00  0.000000000000e+00 
